NewGrade,NewScore,Part,Listing,Name,Category,Status,Qty,Orders,Sales,NetGross,HistMargin,PlatformMarginNew,PlatformPctNew,ListingRequiredTags,ListingRecommendedTags,TagHealth,ImageHealth,AvailabilityHealth,DeliverySpeedHealth,PriceHealth,IncidentReturnHealth,FeedbackCount,FeedbackDamage,PromoReadiness,PromoReason,NewReason,NewAction,Grade,Score,Gross,Deduction,Rating,Reviews,CR,Images,Units,Visits,AdSpend,AdSales,AdOrders,ROAS,PlatformMargin,PlatformPct,Reason,Action,RetailPriceNet,TotalCost,SPSpendNew,SPRevenueNew,SPOrdersNew,FeedbackThemes,FeedbackSample,PromoCount,AvgDiscount,PromoLift,CancelPO,HasNewReportMatch,IsInventoryAlias
N,0,T2398P465981,,白色金属等六抽斗柜,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P442669,P442669,黑色金属矮文件柜（2层板）,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P282146,W6D-B-locker待上架变体,6门更衣柜黑色,locker,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P403867,Bed-78-1,"黑色金属带床垫带床头板带储物袋折叠床L190*W78*H33cm
75*31*17",床,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,TOOL-B08,DMOM1077,,,Live,0,0,0.0,0.0,0.0,39.90561495,0.1425251435765563,0.0,0.0,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,2,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,279.99,240.08438505,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P442671,P442671,白色金属上下两门中镂空一抽屉浴室窄柜,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P151995,W3D-G-locker,3门更衣柜灰色,locker,,0,0,0.0,0.0,0.0,66.60341377700001,0.2081421724960155,0.0,0.0,RED,GREEN,GREEN,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,319.99,253.386586223,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,TOOL-B05,DMOM1067,,,Live,0,0,0.0,0.0,0.0,28.990564129999996,0.1449600686534326,0.9167,0.1052999999999999,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,2,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,199.99,170.99943587,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,YB-CW12S0768,DMOM1008,,,Live,0,0,0.0,0.0,0.0,12.876659085,0.2476756892671667,0.782608695652174,0.7692,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,7,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,51.99,39.113340915,0.0,0.0,0.0,0,0,1.0,10.0,0.0,0.0,True,False
N,0,PT05-WH,DMOM1044,,,Live,0,0,0.0,0.0,0.0,52.33465007800001,0.3078689927525149,0.8,0.7273000000000001,RED,GREEN,GREEN,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,7,0,1,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,169.99,117.655349922,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P310087,VFC-5B-wheel,窄五黑带轮子套装,文件柜,,0,0,0.0,0.0,0.0,0.0,0.0,0.8214285714285714,0.4167,RED,GREEN,,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P442673,P442673-Too-9,黑色金属五小抽一大抽工具推车,工具,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P350193,Pantry-07,白色通铁对开门储物柜,餐边柜,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P236567,TOOL-A03,套色压型-对开门工具柜,工具,,0,0,0.0,0.0,0.0,20.287547054000015,0.1491841095227591,0.0,0.0,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,135.99,115.702452946,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P222838,TOOL-A08,套色压型-对开门工具柜(3隔板,工具,,0,0,0.0,0.0,0.0,39.85741155000002,0.1423529824279439,0.0,0.0,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,279.99,240.13258845,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,W2735P332344,record-desk-Brown,胡桃木色铁木两抽屉带铁架唱片桌,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P413025,Shoe-01,白色金属上2抽下2翻门鞋柜,鞋柜,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P413026,Shoe-02,白色金属上3抽下4翻门鞋柜,鞋柜,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P242683,TOOL-B06,黑色常规-三抽工具推车,工具,,0,0,0.0,0.0,0.0,30.090080642000004,0.1432929217677032,0.9167,0.1052999999999999,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,209.99,179.899919358,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P205947,9D-locker,9门书包柜,locker,,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5385,RED,GREEN,,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P442668,800FC-B-Wheel,黑色金属带轮中文件柜（4层板）,工具,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P222835,TOOL-A06,套色压型-三抽工具推车-,工具,,0,0,0.0,0.0,0.0,30.939248085000003,0.1501978158405748,0.9167,0.1052999999999999,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,205.99,175.050751915,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P413024,Media-01,黑色金属对开门玻璃媒体柜,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P160408,5T-1600-800,,,,0,0,0.0,0.0,0.0,26.07029319099999,0.217270549137428,0.75,0.75,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,119.99,93.919706809,61.6,685.3,4.0,0,0,1.0,10.0,1.0,0.0,True,True
N,0,W2735P332342,Desk-01,火烧云棕色钢木L型一字型带插座办公桌,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P236483,TOOL-A01,套色压型-单节工具柜,工具,,0,0,0.0,0.0,0.0,15.29944205599999,0.1500092367487007,0.0,0.0,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,101.99,86.690557944,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P465982,,白色金属等九抽斗柜,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P313255,5T-dong-198-120,1980-1200-457-洞洞板,,,0,0,0.0,0.0,0.0,36.328240515000005,0.2201844991514637,0.75,0.85,RED,RED,RED,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,164.99,128.661759485,0.0,0.0,0.0,0,0,5.0,10.4,6.228191927512356,0.0,True,True
N,0,T2398P391281,MFC-D04,白色金属3抽窄活动柜,文件柜,,0,0,0.0,0.0,0.0,52.08706397100002,0.2741568712616454,0.8214285714285714,0.4167,RED,GREEN,,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,189.99,137.902936029,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P480393,,白色金属对开门下2抽百叶窗衣柜,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P442670,P442670,白色金属下对开门上三镂空转角柜,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P154414,VFC-2B,窄卡2抽黑色,文件柜,,0,0,0.0,0.0,0.0,26.701901799,0.2225343928577381,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,119.99,93.288098201,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P374169,TOOL-B02,半对开门工具柜-黑色,工具,,0,0,0.0,0.0,0.0,21.34685900000001,0.1482523716924787,0.0,0.0,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,143.99,122.643141,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P342715,,"黑色金属3抽窄卡
标签框款",,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,T2398P310002,VFC-4B-wheel,窄四黑带轮子套装,文件柜,,0,0,0.0,0.0,0.0,0.0,0.0,0.8214285714285714,0.4167,RED,GREEN,,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P350189,PT03-WH,白色压型通对玻储物柜餐厨柜,餐边柜,,0,0,0.0,0.0,0.0,63.510259174,0.2540511987439497,0.7917000000000001,0.6842,RED,RED,GREEN,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,249.99,186.479740826,29.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P236482,TOOL-B01,黑色常规-单节工具柜,工具,,0,0,0.0,0.0,0.0,15.108711415999991,0.1511022243824381,0.0,0.0,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,99.99,84.881288584,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,PT03-WH,DMOM1042,,,Live,0,0,0.0,0.0,0.0,63.510259174,0.2540511987439497,0.7917000000000001,0.6842,RED,RED,GREEN,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,5,0,71,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,249.99,186.479740826,29.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,MFC-D3W,DMOM1055,,,Not Live,0,0,0.0,0.0,0.0,0.0,0.0,0.8214285714285714,0.0833,RED,RED,,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,8T-Kayak,DMOM1002,,,Live,0,0,0.0,0.0,0.0,57.20298679800001,0.2043036779813565,0.9048,0.9091,RED,GREEN,GREEN,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,7,0,54,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,279.99,222.787013202,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,PT01-WH,DMOM1038,,,Live,0,0,0.0,0.0,0.0,53.52085551500002,0.2512834194797879,0.7917000000000001,0.6315999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,7,0,1,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,212.99,159.469144485,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,TOOL-B06,DMOM1068,,,Live,0,0,0.0,0.0,0.0,30.090080642000004,0.1432929217677032,0.9167,0.1052999999999999,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,2,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,209.99,179.899919358,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,TOOL-A05,DMOM1067,,,Live,0,0,0.0,0.0,0.0,28.74677685200001,0.1513067890520554,0.9167,0.1052999999999999,RED,GREEN,RED,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,2,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,189.99,161.243223148,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
